year,date,event,type,control_policy
2030,"May 12, 2030, Sunday",Mother's Day,Modern,NORMAL
2030,"May 13, 2030, Monday",Muharram,Islamic,NORMAL
2030,"May 13, 2030, Monday",Day of Ashura,Islamic,NORMAL
2030,"May 17, 2030, Friday",Buddha Purnima,Hindu,NORMAL
2030,"May 31, 2030, Friday",World No Tobacco Day,Modern,NORMAL
2030,"June 4, 2030, Tuesday",Maharana Pratap Jayanti,Hindu,NORMAL
2030,"June 5, 2030, Wednesday",World Environment Day,Modern,NORMAL
2030,"June 15, 2030, Saturday",Kabirdas Jayanti,Hindu,NORMAL
2030,"June 16, 2030, Sunday",Father's Day,Modern,NORMAL
2030,"June 21, 2030, Friday",Longest Day of Year,Hindu,NORMAL
2030,"June 21, 2030, Friday",International Yoga Day,Modern,NORMAL
2030,"July 2, 2030, Tuesday",Jagannath Rathyatra,Hindu,NORMAL
2030,"July 13, 2030, Saturday",Eid-e-Milad,Islamic,NORMAL
2030,"July 13, 2030, Saturday",Milad un-Nabi,Islamic,NORMAL
2030,"July 15, 2030, Monday",Guru Purnima,Hindu,NORMAL
2030,"August 4, 2030, Sunday",Friendship Day,Modern,NORMAL
2030,"August 6, 2030, Tuesday",Tulsidas Jayanti,Hindu,NORMAL
2030,"August 13, 2030, Tuesday",Rakhi,Hindu,NORMAL
2030,"August 13, 2030, Tuesday",Raksha Bandhan,Hindu,NORMAL
2030,"August 15, 2030, Thursday",Independence Day,Govt,NORMAL
2030,"August 21, 2030, Wednesday",Krishna Janmashtami,Hindu,NORMAL
2030,"September 1, 2030, Sunday",Ganesh Chaturthi,Hindu,NORMAL
2030,"September 5, 2030, Thursday",Teachers' Day,Modern,NORMAL
2030,"September 9, 2030, Monday",Onam,Hindu,NORMAL
2030,"September 14, 2030, Saturday",Hindi Diwas,Modern,NORMAL
2030,"September 15, 2030, Sunday",Engineer's Day,Modern,NORMAL
2030,"September 15, 2030, Sunday",Visvesvaraya Jayanti,Govt,NORMAL
2030,"September 23, 2030, Monday",Autumnal Equinox,Hindu,NORMAL
2030,"September 28, 2030, Saturday",Maharaja Agrasen Jayanti,Hindu,NORMAL
2030,"October 2, 2030, Wednesday",Gandhi Jayanti,Govt,NORMAL
2030,"October 4, 2030, Friday",Durga Ashtami,Hindu,NORMAL
2030,"October 5, 2030, Saturday",Maha Navami,Hindu,NORMAL
2030,"October 6, 2030, Sunday",Madhvacharya Jayanti,Hindu,NORMAL
2030,"October 6, 2030, Sunday",Dussehra,Hindu,NORMAL
2030,"October 11, 2030, Friday",Valmiki Jayanti,Hindu,NORMAL
2030,"October 11, 2030, Friday",Meerabai Jayanti,Hindu,NORMAL
2030,"October 15, 2030, Tuesday",Karwa Chauth,Hindu,NORMAL
2030,"October 26, 2030, Saturday",Diwali,Hindu,NORMAL
2030,"October 26, 2030, Saturday",Narak Chaturdashi,Hindu,NORMAL
2030,"October 26, 2030, Saturday",Lakshmi Puja,Hindu,NORMAL
2030,"October 27, 2030, Sunday",Govardhan Puja,Hindu,NORMAL
2030,"October 28, 2030, Monday",Bhaiya Dooj,Hindu,NORMAL
2030,"November 1, 2030, Friday",Chhath Puja,Hindu,NORMAL
2030,"November 9, 2030, Saturday",Hazarat Ali's Birthday,Islamic,NORMAL
2030,"November 10, 2030, Sunday",Guru Nanak Jayanti,Hindu,NORMAL
2030,"November 14, 2030, Thursday",Children's Day,Modern,NORMAL
2030,"November 14, 2030, Thursday",Nehru Jayanti,Govt,NORMAL
2030,"December 1, 2030, Sunday",World AIDS Day,Modern,NORMAL
2030,"December 22, 2030, Sunday",Shortest Day of Year,Hindu,NORMAL
2030,"December 25, 2030, Wednesday",Merry Christmas,Christian,NORMAL
2030,"December 30, 2030, Monday",Guru Gobind Singh Jayanti,Hindu,NORMAL
