timestamp,packet,voltage_V,pressure_kPa,pressure_MPa,status
2026-04-21T14:17:06.881883,354,2.061,39.02,0.039,ok
2026-04-21T14:17:08.073342,355,2.06,39.0,0.039,ok
2026-04-21T14:17:09.265431,356,2.059,38.98,0.039,ok
2026-04-21T14:17:10.457788,357,2.067,39.18,0.0392,ok
2026-04-21T14:17:11.650570,358,2.059,38.98,0.039,ok
2026-04-21T14:17:12.841851,359,2.061,39.02,0.039,ok
2026-04-21T14:17:14.034115,360,2.066,39.15,0.0391,ok
2026-04-21T14:17:15.226161,361,2.062,39.05,0.039,ok
2026-04-21T14:17:16.417634,362,2.061,39.02,0.039,ok
2026-04-21T14:17:17.609681,363,2.061,39.02,0.039,ok
2026-04-21T14:17:18.801687,364,2.062,39.05,0.039,ok
2026-04-21T14:17:19.993781,365,2.07,39.25,0.0392,ok
2026-04-21T14:17:21.186975,366,2.061,39.02,0.039,ok
2026-04-21T14:17:22.377859,367,2.066,39.15,0.0391,ok
2026-04-21T14:17:23.569731,368,2.06,39.0,0.039,ok
2026-04-21T14:17:24.761927,369,2.061,39.02,0.039,ok
2026-04-21T14:17:25.954346,370,2.061,39.02,0.039,ok
2026-04-21T14:17:27.145949,371,2.062,39.05,0.039,ok
2026-04-21T14:17:28.338034,372,2.062,39.05,0.039,ok
2026-04-21T14:17:29.530045,373,2.061,39.02,0.039,ok
2026-04-21T14:17:30.722022,374,2.064,39.1,0.0391,ok
2026-04-21T14:17:31.914231,375,2.061,39.02,0.039,ok
2026-04-21T14:17:33.106271,376,2.061,39.02,0.039,ok
2026-04-21T14:17:34.298204,377,2.064,39.1,0.0391,ok
2026-04-21T14:17:35.490251,378,2.062,39.05,0.039,ok
2026-04-21T14:17:36.682293,379,2.06,39.0,0.039,ok
2026-04-21T14:17:37.874878,380,2.062,39.05,0.039,ok
2026-04-21T14:17:39.066533,381,2.067,39.18,0.0392,ok
2026-04-21T14:17:40.258597,382,2.065,39.12,0.0391,ok
2026-04-21T14:17:41.450524,383,2.057,38.92,0.0389,ok
